message_id,channel,message,category,sentiment,urgency,summary,product_mentioned,classifier
2574,email,"I want to change the size of the sneakers I bought yesterday, can u help?? Pls respond asap.",Transactional Request,neutral,high,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help?? pls r",Sneakers,rule_based
2575,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
2576,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
2577,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
2578,in-app,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
2579,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
2580,chat,"I want to change the size of the sneakers I bought yesterday, can u help??",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
2581,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol).,Suggestion,neutral,low,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
2582,email,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
2583,whatsapp,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
2584,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
2585,in-app,Refund me. The blender stopped working after 3 uses.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses,Blender,rule_based
2586,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
2587,email,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
2588,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
2589,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
2590,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
2591,in-app,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
2592,chat,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
2593,in-app,"I want to change the size of the sneakers I bought yesterday, can u help??",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
2594,chat,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
2595,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
2596,chat,Could you add more colors of the slim tshirt? Only black is boring (no offense lol). Pls respond asap.,Suggestion,neutral,high,Customer suggests could you add more colors of the slim tshirt? only black is boring (no offense l,,rule_based
2597,email,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
2598,whatsapp,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
2599,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI.,Complaint,positive,low,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi,Cook Set,rule_based
2600,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
2601,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
2602,email,My t-shirt arrived but the material feels cheap… kinda itchy. Pls respond asap.,Complaint,negative,high,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy. pls respond asap,T-shirt,rule_based
2603,whatsapp,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
2604,email,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
2605,chat,Your prices increasing every week???? What’s going on??,Inquiry,neutral,low,Customer asks about your prices increasing every week???? what’s going on,,rule_based
2606,whatsapp,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
2607,whatsapp,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging? Not sure if mine is defective.",Complaint,negative,low,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging? not su",EarBud Pro,rule_based
2608,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
2609,chat,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
2610,in-app,My t-shirt arrived but the material feels cheap… kinda itchy.,Complaint,negative,low,Customer reports my t-shirt arrived but the material feels cheap… kinda itchy,T-shirt,rule_based
2611,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
2612,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
2613,in-app,Where’s my order?? It said delivery 2 days ago. This is ridiculous.,Complaint,neutral,medium,Customer reports where’s my order?? it said delivery 2 days ago. this is ridiculous,,rule_based
2614,in-app,"I want to change the size of the sneakers I bought yesterday, can u help? Pls respond asap.",Transactional Request,neutral,high,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help? pls re",Sneakers,rule_based
2615,whatsapp,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
2616,chat,"Hey, just wondering… is the ‘EarBud Pro’ supposed to buzz while charging?? Not sure if mine is defective. Pls respond asap.",Complaint,negative,high,"Customer reports hey, just wondering… is the ‘earbud pro’ supposed to buzz while charging?? not s",EarBud Pro,rule_based
2617,email,Refund me. The blender stopped working after 3 uses. Pls respond asap.,Complaint,neutral,high,Customer reports refund me. the blender stopped working after 3 uses. pls respond asap,Blender,rule_based
2618,email,"I want to change the size of the sneakers I bought yesterday, can u help?",Transactional Request,neutral,low,"Customer requests i want to change the size of the sneakers i bought yesterday, can u help",Sneakers,rule_based
2619,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
2620,in-app,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
2621,email,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
2622,email,How do I pair the earbuds with Samsung S22? The manual isn’t clear.,Inquiry,neutral,low,Customer asks about how do i pair the earbuds with samsung s22? the manual isn’t clear,EarBuds,rule_based
2623,whatsapp,Your prices increasing every week?? What’s going on?,Inquiry,neutral,low,Customer asks about your prices increasing every week?? what’s going on,,rule_based
2624,whatsapp,That coffee press is amazing but I wish it came in 1.5L too.,Inquiry,positive,low,Customer asks about that coffee press is amazing but i wish it came in 1.5l too,Coffee Press,rule_based
2625,in-app,The cook set is good but the lids don’t fit perfectly. Just FYI. Pls respond asap.,Complaint,positive,high,Customer reports the cook set is good but the lids don’t fit perfectly. just fyi. pls respond asa,Cook Set,rule_based
